SITE_ID,VISIT_NO,TAXANAME,ABUND,GENUS_CNT,SPECIES_CNT
NLA06608-0066,2,Cyclopidae,11,NA,NA
NLA06608-0066,2,Daphnia,2,Daphnia,NA
NLA06608-0066,2,Diaphanosoma,5,Diaphanosoma,NA
NLA06608-0066,2,Diaptomidae,3,NA,NA
NLA06608-0066,2,Asplanchna,20,Asplanchna,NA
NLA06608-0066,2,Conochilidae,1,NA,NA
NLA06608-0066,2,Keratella cceo,3,Keratella,cceo
NLA06608-0066,2,Keratella cceo,227,Keratella,cceo
NLA06608-0066,2,Keratella cceo,5,Keratella,cceo
NLA06608-0066,2,Ploesoma,68,Ploesoma,NA
NLA06608-0066,2,Polyarthra,5,Polyarthra,NA
NLA06608-0066,2,Trichocerca,11,Trichocerca,NA
NLA06608-0066,2,Asplanchna,10,Asplanchna,NA
NLA06608-0066,2,Conochilidae,1,NA,NA
NLA06608-0066,2,Kellicottia longispina,2,Kellicottia,longispina
NLA06608-0066,2,Keratella cceo,8,Keratella,cceo
NLA06608-0066,2,Keratella cceo,123,Keratella,cceo
NLA06608-0066,2,Ploesoma,45,Ploesoma,NA
NLA06608-0066,2,Polyarthra,8,Polyarthra,NA
NLA06608-0066,2,Trichocerca,10,Trichocerca,NA
NLA06608-0068,1,Ceriodaphnia,1,Ceriodaphnia,NA
NLA06608-0068,1,Cyclopidae,135,Diacyclops,NA
NLA06608-0068,1,Daphnia,1,Daphnia,NA
NLA06608-0068,1,Daphnia mendotae complex,6,Daphnia,mendotae
NLA06608-0068,1,Kellicottia longispina,266,Kellicottia,longispina
NLA06608-0068,1,Polyarthra,2,Polyarthra,NA
NLA06608-0068,1,Synchaeta,7,Synchaeta,NA
NLA06608-0068,2,Bosmina,4,Bosmina,NA
NLA06608-0068,2,Cyclopidae,11,Diacyclops,NA
NLA06608-0068,2,Daphnia catawba/pulex complex,19,Daphnia,pulex
NLA06608-0068,2,Daphnia mendotae complex,185,Daphnia,mendotae
NLA06608-0068,2,Diaptomidae,1,NA,NA
NLA06608-0068,2,Cyclopidae,8,Diacyclops,NA
NLA06608-0068,2,Daphnia mendotae complex,220,Daphnia,mendotae
NLA06608-0068,2,Kellicottia longispina,378,Kellicottia,longispina
NLA06608-0068,2,Keratella,1,Keratella,NA
NLA06608-0068,2,Polyarthra,1,Polyarthra,NA
NLA06608-0068,2,Kellicottia longispina,467,Kellicottia,longispina
NLA06608-0068,2,Keratella,1,Keratella,NA
NLA06608-0068,2,Polyarthra,2,Polyarthra,NA
NLA06608-0068,2,Synchaeta,1,Synchaeta,NA
NLA06608-0069,1,Ceriodaphnia,16,Ceriodaphnia,NA
NLA06608-0069,1,Cyclopidae,8,Mesocyclops,NA
NLA06608-0069,1,Daphnia,2,Daphnia,NA
NLA06608-0069,1,Diaphanosoma,53,Diaphanosoma,NA
NLA06608-0069,1,Diaptomidae,100,NA,NA
NLA06608-0069,1,Brachionus angularis,2,Brachionus,angularis
NLA06608-0069,1,Brachionus havanaensis,58,Brachionus,havanaensis
NLA06608-0069,1,Conochilidae,147,NA,NA
NLA06608-0069,1,Filinia,8,Filinia,NA
NLA06608-0069,1,Hexarthra,11,Hexarthra,mira
NLA06608-0069,1,Kellicottia longispina,1,Kellicottia,longispina
NLA06608-0069,1,Keratella cceo,25,Keratella,cceo
NLA06608-0069,1,Polyarthra,1,Polyarthra,NA
NLA06608-0069,1,Trichocerca,5,Trichocerca,NA
NLA06608-0069,2,Bosmina,2,Bosmina,NA
NLA06608-0069,2,Ceriodaphnia,17,Ceriodaphnia,NA
NLA06608-0069,2,Cyclopidae,5,NA,NA
NLA06608-0069,2,Daphnia ambigua,1,Daphnia,ambigua
NLA06608-0069,2,Diaphanosoma,51,Diaphanosoma,NA
NLA06608-0069,2,Diaptomidae,74,NA,NA
NLA06608-0069,2,Ceriodaphnia,17,Ceriodaphnia,NA
NLA06608-0069,2,Cyclopidae,18,Mesocyclops,NA
NLA06608-0069,2,Diaphanosoma,30,Diaphanosoma,NA
NLA06608-0069,2,Diaptomidae,104,NA,NA
NLA06608-0069,2,Anuraeopsis,1,Anuraeopsis,fissa
NLA06608-0069,2,Brachionus angularis,2,Brachionus,angularis
NLA06608-0069,2,Brachionus calyciflorus,1,Brachionus,calyciflorus
NLA06608-0069,2,Brachionus havanaensis,7,Brachionus,havanaensis
NLA06608-0069,2,Conochilidae,5,NA,NA
NLA06608-0069,2,Kellicottia bostoniensis,2,Kellicottia,bostonensis
NLA06608-0069,2,Keratella cceo,4,Keratella,cceo
NLA06608-0069,2,Lecanidae,1,Monostyla,NA
NLA06608-0069,2,Trichocerca,2,Trichocerca,NA
NLA06608-0069,2,Anuraeopsis,5,Anuraeopsis,fissa
NLA06608-0069,2,Brachionus angularis,4,Brachionus,angularis
NLA06608-0069,2,Brachionus calyciflorus,1,Brachionus,calyciflorus
NLA06608-0069,2,Brachionus caudatus,2,Brachionus,caudatus
NLA06608-0069,2,Brachionus havanaensis,14,Brachionus,havanaensis
NLA06608-0069,2,Colurella,1,Colurella,NA
NLA06608-0069,2,Conochilidae,6,NA,NA
NLA06608-0069,2,Filinia,2,Filinia,NA
NLA06608-0069,2,Kellicottia bostoniensis,3,Kellicottia,bostonensis
NLA06608-0069,2,Keratella cceo,13,Keratella,cceo
NLA06608-0069,2,Lecanidae,2,Monostyla,NA
NLA06608-0069,2,Ploesoma,1,Ploesoma,NA
NLA06608-0069,2,Trichocerca,6,Trichocerca,NA
NLA06608-0071,1,Cyclopidae,3,NA,NA
NLA06608-0071,1,Ceratopogonidae,1,NA,NA
NLA06608-0071,1,Cyclopidae,3,NA,NA
NLA06608-0071,1,Brachionus angularis,124,Brachionus,angularis
NLA06608-0071,1,Conochilidae,7,NA,NA
NLA06608-0071,1,Gastropus,1,Gastropus,NA
NLA06608-0071,1,Polyarthra,3,Polyarthra,NA
NLA06608-0071,1,Trichocerca,68,Trichocerca,NA
NLA06608-0071,1,Brachionus angularis,230,Brachionus,angularis
NLA06608-0071,1,Conochilidae,23,NA,NA
NLA06608-0071,1,Polyarthra,2,Polyarthra,NA
NLA06608-0071,1,Trichocerca,1,Trichocerca,NA
NLA06608-0071,2,None present,0,NA,NA
NLA06608-0071,2,Brachionus angularis,25,Brachionus,angularis
NLA06608-0071,2,Conochilidae,4,NA,NA
NLA06608-0071,2,Trichocerca,2,Trichocerca,NA
NLA06608-0072,1,UNID,18,NA,NA
NLA06608-0072,1,Chaoborus punctipennis,120,Chaoborus,punctipennis
NLA06608-0072,1,Cyclopidae,20,NA,NA
NLA06608-0072,1,Diaptomidae,31,NA,NA
NLA06608-0072,1,Brachionus angularis,64,Brachionus,angularis
NLA06608-0072,1,Brachionus caudatus,1,Brachionus,caudatus
NLA06608-0072,1,Brachionus havanaensis,372,Brachionus,havanaensis
NLA06608-0072,1,Hexarthra,2,Hexarthra,mira
NLA06608-0072,1,Keratella cceo,8,Keratella,cceo
NLA06608-0072,1,Lecanidae,1,Monostyla,NA
NLA06608-0072,1,Polyarthra,2,Polyarthra,NA
NLA06608-0072,1,Trichocerca,1,Trichocerca,NA
NLA06608-0072,2,UNID,15,NA,NA
NLA06608-0072,2,Acari,1,NA,NA
NLA06608-0072,2,Chaoborus punctipennis,100,Chaoborus,punctipennis
NLA06608-0072,2,Cyclopidae,1,NA,NA
NLA06608-0072,2,Diaptomidae,3,NA,NA
NLA06608-0072,2,Brachionus angularis,7,Brachionus,angularis
NLA06608-0072,2,Brachionus calyciflorus,1,Brachionus,calyciflorus
NLA06608-0072,2,Brachionus havanaensis,361,Brachionus,havanaensis
NLA06608-0072,2,Keratella cceo,86,Keratella,cceo
NLA06608-0072,2,Synchaeta,2,Synchaeta,NA
NLA06608-0072,2,Trichocerca,2,Trichocerca,NA
NLA06608-0073,1,Diaptomidae,135,NA,NA
NLA06608-0073,1,Moina,369,Moina,NA
NLA06608-0073,1,Brachionus,108,Brachionus,NA
NLA06608-0073,1,Hexarthra,39,Hexarthra,NA
NLA06608-0073,2,Diaptomidae,23,NA,NA
NLA06608-0073,2,Moina,192,Moina,NA
NLA06608-0073,2,Brachionus,40,Brachionus,NA
NLA06608-0073,2,Conochilidae,1,NA,NA
NLA06608-0073,2,Hexarthra,176,Hexarthra,NA
NLA06608-0073,2,Lecanidae,2,Monostyla,NA
NLA06608-0076,1,Ceriodaphnia,1,Ceriodaphnia,NA
NLA06608-0076,1,Chaoborus punctipennis,1,Chaoborus,punctipennis
NLA06608-0076,1,Cyclopidae,4,NA,NA
NLA06608-0076,1,Daphnia,1,Daphnia,NA
NLA06608-0076,1,Daphnia lumholtzi,14,Daphnia,lumholtzi
NLA06608-0076,1,Diaptomidae,6,NA,NA
NLA06608-0076,1,Asplanchna,46,Asplanchna,NA
NLA06608-0076,1,Brachionus angularis,250,Brachionus,angularis
NLA06608-0076,1,Chaoborus punctipennis,0,Chaoborus,punctipennis
NLA06608-0076,1,Conochilidae,2,NA,NA
NLA06608-0076,1,Keratella cceo,2,Keratella,cceo
NLA06608-0076,1,Polyarthra,10,Polyarthra,NA
NLA06608-0076,1,Synchaeta,4,Synchaeta,NA
NLA06608-0076,1,Trichocerca,4,Trichocerca,NA
NLA06608-0076,2,UNID,1,NA,NA
NLA06608-0076,2,Chaoborus punctipennis,13,Chaoborus,punctipennis
NLA06608-0076,2,Cyclopidae,52,Mesocyclops,NA
NLA06608-0076,2,Daphnia mendotae complex,12,Daphnia,mendotae
NLA06608-0076,2,Diaphanosoma,109,Diaphanosoma,NA
NLA06608-0076,2,Diaptomidae,48,NA,NA
NLA06608-0076,2,Ceriodaphnia,4,Ceriodaphnia,NA
NLA06608-0076,2,Cyclopidae,50,Mesocyclops,NA
NLA06608-0076,2,Daphnia lumholtzi,1,Daphnia,lumholtzi
NLA06608-0076,2,Daphnia mendotae complex,12,Daphnia,mendotae
NLA06608-0076,2,Diaphanosoma,66,Diaphanosoma,NA
NLA06608-0076,2,Diaptomidae,83,NA,NA
NLA06608-0076,2,Leptodora,1,Leptodora,kindtii
NLA06608-0076,2,Brachionus angularis,435,Brachionus,angularis
NLA06608-0076,2,Chaoborus punctipennis,0,Chaoborus,punctipennis
NLA06608-0076,2,Keratella cceo,1,Keratella,cceo
NLA06608-0076,2,Leptodora,0,Leptodora,kindtii
NLA06608-0076,2,Platyias,1,Platyias,patulus
NLA06608-0076,2,Polyarthra,7,Polyarthra,NA
NLA06608-0076,2,Brachionus angularis,224,Brachionus,angularis
NLA06608-0076,2,Chaoborus punctipennis,0,Chaoborus,punctipennis
NLA06608-0076,2,Filinia,3,Filinia,NA
NLA06608-0076,2,Lecanidae,2,Monostyla,NA
NLA06608-0076,2,Polyarthra,3,Polyarthra,NA
NLA06608-0077,1,UNID,1,NA,NA
NLA06608-0077,1,Bosmina,1,Bosmina,NA
NLA06608-0077,1,Ceriodaphnia,155,Ceriodaphnia,NA
NLA06608-0077,1,Chydoridae,2,NA,NA
NLA06608-0077,1,Cyclopidae,15,NA,NA
NLA06608-0077,1,Daphnia mendotae complex,4,Daphnia,mendotae
NLA06608-0077,1,Daphnia parvula,18,Daphnia,parvula
NLA06608-0077,1,Diaphanosoma,3,Diaphanosoma,NA
NLA06608-0077,1,Diaptomidae,6,NA,NA
NLA06608-0077,1,Anuraeopsis,3,Anuraeopsis,fissa
NLA06608-0077,1,Asplanchna,10,Asplanchna,NA
NLA06608-0077,1,Brachionus angularis,1,Brachionus,angularis
NLA06608-0077,1,Conochilidae,56,NA,NA
NLA06608-0077,1,Filinia,7,Filinia,NA
NLA06608-0077,1,Kellicottia bostoniensis,2,Kellicottia,bostonensis
NLA06608-0077,1,Keratella cceo,19,Keratella,cceo
NLA06608-0077,1,Lecanidae,1,Lecane,NA
NLA06608-0077,1,Lecanidae,1,Monostyla,NA
NLA06608-0077,1,Polyarthra,32,Polyarthra,NA
NLA06608-0077,1,Pompholyx,70,Pompholyx,sulcata
NLA06608-0077,2,Bosmina,18,Bosmina,NA
NLA06608-0077,2,Ceriodaphnia,231,Ceriodaphnia,NA
NLA06608-0077,2,Chydoridae,5,NA,NA
NLA06608-0077,2,Cyclopidae,8,Mesocyclops,NA
NLA06608-0077,2,Cyclopidae,36,NA,NA
NLA06608-0077,2,Daphnia mendotae complex,59,Daphnia,mendotae
NLA06608-0077,2,Daphnia parvula,27,Daphnia,parvula
NLA06608-0077,2,Diaphanosoma,6,Diaphanosoma,NA
NLA06608-0077,2,Diaptomidae,12,NA,NA
NLA06608-0077,2,Bosmina,12,Bosmina,NA
NLA06608-0077,2,Ceriodaphnia,151,Ceriodaphnia,NA
NLA06608-0077,2,Chydoridae,4,NA,NA
NLA06608-0077,2,Cyclopidae,2,Mesocyclops,NA
NLA06608-0077,2,Cyclopidae,6,NA,NA
NLA06608-0077,2,Daphnia mendotae complex,28,Daphnia,mendotae
NLA06608-0077,2,Daphnia parvula,19,Daphnia,parvula
NLA06608-0077,2,Diaphanosoma,2,Diaphanosoma,NA
NLA06608-0077,2,Diaptomidae,14,NA,NA
NLA06608-0077,2,Asplanchna,32,Asplanchna,NA
NLA06608-0077,2,Brachionus angularis,1,Brachionus,angularis
NLA06608-0077,2,Conochilidae,106,NA,NA
NLA06608-0077,2,Filinia,39,Filinia,NA
NLA06608-0077,2,Kellicottia bostoniensis,1,Kellicottia,bostonensis
NLA06608-0077,2,Keratella cceo,18,Keratella,cceo
NLA06608-0077,2,Keratella testudo,1,Keratella,testudo
NLA06608-0077,2,Lecanidae,2,Monostyla,NA
NLA06608-0077,2,Polyarthra,9,Polyarthra,NA
NLA06608-0077,2,Pompholyx,68,Pompholyx,sulcata
NLA06608-0077,2,Anuraeopsis,1,Anuraeopsis,fissa
NLA06608-0077,2,Asplanchna,13,Asplanchna,NA
NLA06608-0077,2,Brachionus angularis,1,Brachionus,angularis
NLA06608-0077,2,Conochilidae,67,NA,NA
NLA06608-0077,2,Filinia,31,Filinia,NA
NLA06608-0077,2,Keratella cceo,16,Keratella,cceo
NLA06608-0077,2,Keratella cceo,5,Keratella,cceo
NLA06608-0077,2,Keratella taurocephala,1,Keratella,taurocephala
NLA06608-0077,2,Lecanidae,2,Lecane,NA
NLA06608-0077,2,Polyarthra,8,Polyarthra,NA
NLA06608-0077,2,Pompholyx,66,Pompholyx,sulcata
NLA06608-0077,2,Trichocerca,3,Trichocerca,NA
NLA06608-0078,1,Ceriodaphnia,32,Ceriodaphnia,NA
NLA06608-0078,1,Chaoborus,1,Chaoborus,NA
NLA06608-0078,1,Cyclopidae,2,NA,NA
NLA06608-0078,1,Daphnia,3,Daphnia,NA
NLA06608-0078,1,Diaptomidae,196,NA,NA
NLA06608-0078,1,Acari,1,NA,NA
NLA06608-0078,1,Ceriodaphnia,61,Ceriodaphnia,NA
NLA06608-0078,1,Cyclopidae,3,NA,NA
NLA06608-0078,1,Daphnia,1,Daphnia,NA
NLA06608-0078,1,Diaptomidae,285,NA,NA
NLA06608-0078,1,Asplanchna,3,Asplanchna,NA
NLA06608-0078,1,Conochilidae,2,NA,NA
NLA06608-0078,1,Filinia,12,Filinia,NA
NLA06608-0078,1,Keratella hiemalis,3,Keratella,hiemalis
NLA06608-0078,1,Keratella quadrata,251,Keratella,quadrata
NLA06608-0078,1,Lecanidae,1,Lecane,NA
NLA06608-0078,1,Polyarthra,1,Polyarthra,NA
NLA06608-0078,1,Pompholyx,5,Pompholyx,sulcata
NLA06608-0078,1,Trichocerca,1,Trichocerca,NA
NLA06608-0078,1,Asplanchna,4,Asplanchna,NA
NLA06608-0078,1,Brachionus angularis,1,Brachionus,angularis
NLA06608-0078,1,Filinia,6,Filinia,NA
NLA06608-0078,1,Keratella hiemalis,1,Keratella,hiemalis
NLA06608-0078,1,Keratella quadrata,267,Keratella,quadrata
NLA06608-0078,2,Ceriodaphnia,142,Ceriodaphnia,NA
NLA06608-0078,2,Diaphanosoma,1,Diaphanosoma,NA
NLA06608-0078,2,Diaptomidae,160,NA,NA
NLA06608-0078,2,Asplanchna,10,Asplanchna,NA
NLA06608-0078,2,Filinia,181,Filinia,NA
NLA06608-0078,2,Hexarthra,2,Hexarthra,mira
NLA06608-0078,2,Keratella cceo,1,Keratella,cceo
NLA06608-0078,2,Keratella quadrata,53,Keratella,quadrata
NLA06608-0078,2,Trichocerca,1,Trichocerca,NA
NLA06608-0079,1,Daphnia mendotae complex,77,Daphnia,mendotae
NLA06608-0079,1,Diaptomidae,63,Leptodiaptomus,NA
NLA06608-0079,1,Diaptomidae,87,NA,NA
NLA06608-0079,1,Hesperodiaptomus,13,Hesperodiaptomus,NA
NLA06608-0079,1,Conochilidae,60,NA,NA
NLA06608-0079,1,Kellicottia longispina,92,Kellicottia,longispina
NLA06608-0079,1,Keratella,12,Keratella,NA
NLA06608-0079,1,Synchaeta,42,Synchaeta,NA
NLA06608-0079,2,Daphnia mendotae complex,200,Daphnia,mendotae
NLA06608-0079,2,Diaptomidae,245,NA,NA
NLA06608-0079,2,Hesperodiaptomus,8,Hesperodiaptomus,NA
NLA06608-0079,2,Aglaodiaptomus,4,Aglaodiaptomus,NA
NLA06608-0079,2,Daphnia catawba/pulex complex,2,Daphnia,pulex
NLA06608-0079,2,Daphnia mendotae complex,68,Daphnia,mendotae
NLA06608-0079,2,Diaptomidae,139,NA,NA
NLA06608-0079,2,Ascomorpha,10,Ascomorpha,NA
NLA06608-0079,2,Bdelloidea,1,NA,NA
NLA06608-0079,2,Keratella cceo,61,Keratella,cceo
NLA06608-0079,2,Lecanidae,2,Lecane,NA
NLA06608-0079,2,Mytilina,1,Mytilina,NA
NLA06608-0079,2,Synchaeta,58,Synchaeta,NA
NLA06608-0079,2,Ascomorpha,15,Ascomorpha,NA
NLA06608-0079,2,Bdelloidea,2,NA,NA
NLA06608-0079,2,Keratella cceo,71,Keratella,cceo
NLA06608-0079,2,Lecanidae,2,Lecane,NA
NLA06608-0079,2,Synchaeta,55,Synchaeta,NA
NLA06608-0080,1,None present,0,NA,NA
NLA06608-0080,1,Asplanchna,17,Asplanchna,NA
NLA06608-0080,1,Brachionus angularis,233,Brachionus,angularis
NLA06608-0080,1,Conochilidae,111,NA,NA
NLA06608-0080,1,Kellicottia longispina,1,Kellicottia,longispina
NLA06608-0080,1,Keratella cceo,2,Keratella,cceo
NLA06608-0080,1,Synchaeta,1,Synchaeta,NA
NLA06608-0080,2,Ergasilus,2,Ergasilus,NA
NLA06608-0080,2,Daphnia lumholtzi,1,Daphnia,lumholtzi
NLA06608-0080,2,Asplanchna,4,Asplanchna,NA
NLA06608-0080,2,Brachionus angularis,72,Brachionus,angularis
NLA06608-0080,2,Chaoborus,0,Chaoborus,NA
NLA06608-0080,2,Conochilidae,92,NA,NA
NLA06608-0080,2,Keratella cceo,1,Keratella,cceo
NLA06608-0080,2,Lecanidae,2,Lecane,NA
NLA06608-0080,2,Ploesoma,2,Ploesoma,NA
NLA06608-0080,2,Asplanchna,5,Asplanchna,NA
NLA06608-0080,2,Brachionus angularis,139,Brachionus,angularis
NLA06608-0080,2,Brachionus caudatus,10,Brachionus,caudatus
NLA06608-0080,2,Chaoborus punctipennis,0,Chaoborus,punctipennis
NLA06608-0080,2,Conochilidae,223,NA,NA
NLA06608-0080,2,Kellicottia longispina,4,Kellicottia,longispina
NLA06608-0080,2,Polyarthra,1,Polyarthra,NA
NLA06608-0080,2,Synchaeta,2,Synchaeta,NA
NLA06608-0081,1,Cyclopidae,54,Orthocyclops,modestus
NLA06608-0081,1,Daphnia catawba/pulex complex,101,Daphnia,pulex
NLA06608-0081,1,Daphnia mendotae complex,92,Daphnia,mendotae
NLA06608-0081,1,Holopedium gibberum,1,Holopedium,gibberum
NLA06608-0081,1,Asplanchna,1,Asplanchna,NA
NLA06608-0081,1,Chaoborus,0,Chaoborus,NA
NLA06608-0081,1,Hexarthra,95,Hexarthra,NA
NLA06608-0081,1,Keratella cceo,103,Keratella,cceo
NLA06608-0081,1,Polyarthra,33,Polyarthra,NA
NLA06608-0081,1,Trichocerca,18,Trichocerca,elongata
NLA06608-0081,2,Chaoborus albipes,21,Chaoborus,albipes
NLA06608-0081,2,Cyclopidae,6,NA,NA
NLA06608-0081,2,Daphnia catawba/pulex complex,2,Daphnia,pulex
NLA06608-0081,2,Daphnia mendotae complex,17,Daphnia,mendotae
NLA06608-0081,2,Chaoborus albipes,36,Chaoborus,albipes
NLA06608-0081,2,Cyclopidae,2,Orthocyclops,NA
NLA06608-0081,2,Daphnia catawba/pulex complex,10,Daphnia,pulex
NLA06608-0081,2,Daphnia mendotae complex,25,Daphnia,mendotae
NLA06608-0081,2,Holopedium gibberum,2,Holopedium,gibberum
NLA06608-0081,2,Ascomorpha,8,Ascomorpha,NA
NLA06608-0081,2,Asplanchna,6,Asplanchna,NA
NLA06608-0081,2,Chaoborus,0,Chaoborus,NA
NLA06608-0081,2,Filinia,1,Filinia,NA
NLA06608-0081,2,Gastropus,21,Gastropus,NA
NLA06608-0081,2,Hexarthra,168,Hexarthra,NA
NLA06608-0081,2,Polyarthra,6,Polyarthra,NA
NLA06608-0081,2,Synchaeta,13,Synchaeta,NA
NLA06608-0081,2,Trichocerca,11,Trichocerca,NA
NLA06608-0081,2,Ascomorpha,17,Ascomorpha,NA
NLA06608-0081,2,Asplanchna,8,Asplanchna,NA
NLA06608-0081,2,Chaoborus,0,Chaoborus,NA
NLA06608-0081,2,Gastropus,7,Gastropus,NA
NLA06608-0081,2,Hexarthra,163,Hexarthra,NA
NLA06608-0081,2,Polyarthra,8,Polyarthra,NA
NLA06608-0081,2,Synchaeta,4,Synchaeta,NA
NLA06608-0081,2,Trichocerca,3,Trichocerca,NA
NLA06608-0083,1,Ceriodaphnia,198,Ceriodaphnia,NA
NLA06608-0083,1,Cyclopidae,16,Acanthocyclops,NA
NLA06608-0083,1,Daphnia mendotae complex,5,Daphnia,mendotae
NLA06608-0083,1,Diaphanosoma,1,Diaphanosoma,NA
NLA06608-0083,1,Diaptomidae,311,NA,NA
NLA06608-0083,1,Brachionus angularis,1,Brachionus,angularis
NLA06608-0083,1,Filinia,1,Filinia,NA
NLA06608-0083,1,Keratella quadrata,263,Keratella,quadrata
NLA06608-0083,1,Lepadella,1,Lepadella,NA
NLA06608-0083,1,Notholca,1,Notholca,NA
NLA06608-0083,1,Pompholyx,1,Pompholyx,sulcata
NLA06608-0083,2,Ceriodaphnia,122,Ceriodaphnia,NA
NLA06608-0083,2,Cyclopidae,4,Acanthocyclops,NA
NLA06608-0083,2,Cyclopidae,8,NA,NA
NLA06608-0083,2,Daphnia catawba/pulex complex,1,Daphnia,pulex
NLA06608-0083,2,Diaphanosoma,32,Diaphanosoma,NA
NLA06608-0083,2,Diaptomidae,240,NA,NA
NLA06608-0083,2,Ceriodaphnia,204,Ceriodaphnia,NA
NLA06608-0083,2,Cyclopidae,10,Acanthocyclops,NA
NLA06608-0083,2,Cyclopidae,9,NA,NA
NLA06608-0083,2,Diaphanosoma,16,Diaphanosoma,NA
NLA06608-0083,2,Diaptomidae,388,NA,NA
NLA06608-0083,2,Asplanchna,15,Asplanchna,NA
NLA06608-0083,2,Brachionus calyciflorus,11,Brachionus,calyciflorus
NLA06608-0083,2,Brachionus urceolaris complex,2,Brachionus,urceolaris
NLA06608-0083,2,Dreissena polymorpha,6,Dreissena,polymorpha
NLA06608-0083,2,Gastropus,1,Gastropus,NA
NLA06608-0083,2,Hexarthra,4,Hexarthra,mira
NLA06608-0083,2,Keratella quadrata,168,Keratella,quadrata
NLA06608-0083,2,Lepadella,1,Lepadella,NA
NLA06608-0083,2,Testudinella,1,Testudinella,NA
NLA06608-0083,2,Asplanchna,1,Asplanchna,NA
NLA06608-0083,2,Brachionus calyciflorus,30,Brachionus,calyciflorus
NLA06608-0083,2,Brachionus urceolaris complex,2,Brachionus,urceolaris
NLA06608-0083,2,Hexarthra,1,Hexarthra,mira
NLA06608-0083,2,Keratella quadrata,205,Keratella,quadrata
NLA06608-0083,2,Lecanidae,1,Lecane,NA
NLA06608-0085,1,Bosmina,4,Bosmina,longirostris
NLA06608-0085,1,Daphnia,109,Daphnia,NA
NLA06608-0085,1,Diaphanosoma,67,Diaphanosoma,NA
NLA06608-0085,1,Diaptomidae,57,NA,NA
NLA06608-0085,1,Asplanchna,2,Asplanchna,NA
NLA06608-0085,1,Collotheca,404,Collotheca,NA
NLA06608-0085,1,Keratella cceo,1,Keratella,cceo
NLA06608-0085,1,Trichocerca,1,Trichocerca,NA
NLA06608-0085,2,Diaphanosoma,13,Diaphanosoma,NA
NLA06608-0085,2,Diaptomidae,190,Leptodiaptomus,NA
NLA06608-0085,2,UNID,1,NA,NA
NLA06608-0085,2,Diaphanosoma,23,Diaphanosoma,NA
NLA06608-0085,2,Diaptomidae,230,NA,NA
NLA06608-0085,2,Asplanchna,39,Asplanchna,NA
NLA06608-0085,2,Bdelloidea,3,NA,NA
NLA06608-0085,2,Conochilidae,34,NA,NA
NLA06608-0085,2,Kellicottia longispina,3,Kellicottia,longispina
NLA06608-0085,2,Keratella cceo,12,Keratella,cceo
NLA06608-0085,2,Keratella quadrata,1,Keratella,quadrata
NLA06608-0085,2,Polyarthra,1,Polyarthra,NA
NLA06608-0085,2,Trichocerca,5,Trichocerca,NA
NLA06608-0085,2,Asplanchna,9,Asplanchna,NA
NLA06608-0085,2,Conochilidae,2,NA,NA
NLA06608-0085,2,Filinia,1,Filinia,NA
NLA06608-0085,2,Keratella quadrata,1,Keratella,quadrata
NLA06608-0086,1,Bosmina,5,Bosmina,NA
NLA06608-0086,1,Ceriodaphnia,5,Ceriodaphnia,NA
NLA06608-0086,1,Chydoridae,2,NA,NA
NLA06608-0086,1,Cyclopidae,7,Diacyclops,NA
NLA06608-0086,1,Cyclopidae,28,Mesocyclops,NA
NLA06608-0086,1,Cyclopidae,68,NA,NA
NLA06608-0086,1,Daphnia mendotae complex,107,Daphnia,mendotae
NLA06608-0086,1,Diaptomidae,13,NA,NA
NLA06608-0086,1,Asplanchna,1,Asplanchna,NA
NLA06608-0086,1,Collotheca,13,Collotheca,NA
NLA06608-0086,1,Gastropus,3,Gastropus,NA
NLA06608-0086,1,Kellicottia longispina,4,Kellicottia,longispina
NLA06608-0086,1,Keratella cceo,37,Keratella,cceo
NLA06608-0086,1,Polyarthra,81,Polyarthra,NA
NLA06608-0086,1,Synchaeta,1,Synchaeta,NA
NLA06608-0086,1,Trichocerca,58,Trichocerca,NA
NLA06608-0086,2,Chydoridae,1,NA,NA
NLA06608-0086,2,Cyclopidae,3,Diacyclops,NA
NLA06608-0086,2,Cyclopidae,76,Mesocyclops,NA
NLA06608-0086,2,Cyclopidae,97,NA,NA
NLA06608-0086,2,Daphnia mendotae complex,29,Daphnia,mendotae
NLA06608-0086,2,Diaptomidae,32,NA,NA
NLA06608-0086,2,Chydoridae,1,NA,NA
NLA06608-0086,2,Cyclopidae,10,Diacyclops,NA
NLA06608-0086,2,Cyclopidae,15,Macrocyclops,NA
NLA06608-0086,2,Cyclopidae,191,Mesocyclops,NA
NLA06608-0086,2,Daphnia mendotae complex,26,Daphnia,mendotae
NLA06608-0086,2,Diaptomidae,18,NA,NA
NLA06608-0086,2,Kellicottia bostoniensis,5,Kellicottia,bostonensis
NLA06608-0086,2,Kellicottia longispina,19,Kellicottia,longispina
NLA06608-0086,2,Keratella cceo,164,Keratella,cceo
NLA06608-0086,2,Polyarthra,14,Polyarthra,NA
NLA06608-0086,2,Pompholyx,4,Pompholyx,NA
NLA06608-0086,2,Ptygura,12,Ptygura,NA
NLA06608-0086,2,Synchaeta,33,Synchaeta,NA
NLA06608-0086,2,Trichocerca,9,Trichocerca,NA
NLA06608-0086,2,Ascomorpha,1,Ascomorpha,NA
NLA06608-0086,2,Collotheca,3,Collotheca,NA
NLA06608-0086,2,Kellicottia bostoniensis,8,Kellicottia,bostonensis
